,carat,cut,color,clarity,depth,table,x,y,z,city,price
3437,0.41,Very Good,E,SI1,61.0,61.0,4.74,4.77,2.9,Kimberly,725
3438,0.66,Ideal,J,VS2,62.1,55.0,5.6,5.64,3.49,Madrid,1316
3439,1.56,Ideal,I,VS2,61.8,56.0,7.41,7.45,4.59,Surat,10333
3440,1.1,Ideal,I,SI1,61.6,55.0,6.66,6.68,4.11,Zurich,5199
3441,2.0,Good,E,SI2,64.7,57.0,7.75,7.86,5.05,Paris,15393
3442,1.0,Very Good,D,VS2,61.2,61.0,6.35,6.39,3.9,Antwerp,6190
3443,0.72,Premium,E,SI1,61.4,57.0,5.83,5.73,3.55,Las Vegas,2476
3444,0.33,Very Good,G,VS2,60.9,56.0,4.46,4.5,2.73,Antwerp,579
3445,0.3,Premium,I,VVS2,61.8,58.0,4.28,4.33,2.66,Amsterdam,526
3446,0.52,Very Good,D,SI1,63.2,57.0,5.11,5.15,3.24,Las Vegas,1446
3447,0.7,Premium,G,SI1,62.8,58.0,5.66,5.62,3.54,Dubai,2352
3448,0.7,Premium,J,VS1,59.6,62.0,5.77,5.7,3.42,Amsterdam,1953
3449,0.32,Ideal,I,VS2,63.0,55.0,4.39,4.34,2.75,New York City,576
3450,0.38,Premium,I,VS2,61.7,59.0,4.6,4.64,2.85,Kimberly,633
3451,0.36,Ideal,H,SI1,62.3,53.0,4.57,4.61,2.86,Las Vegas,538
3452,1.01,Very Good,I,SI1,63.4,62.0,6.25,6.18,3.94,Las Vegas,4072
3453,1.02,Good,G,VS1,57.3,59.0,6.71,6.65,3.83,Luxembourg,5706
3454,0.51,Ideal,F,VVS2,62.6,57.0,5.13,5.1,3.2,Dubai,2203
3455,0.34,Ideal,H,VS2,61.5,54.0,4.54,4.5,2.78,Amsterdam,689
3456,0.27,Very Good,G,VVS1,62.9,55.0,4.13,4.15,2.6,Las Vegas,566
3457,0.9,Very Good,I,VS2,63.1,57.0,6.12,6.09,3.85,Madrid,3473
3458,0.36,Premium,G,SI1,61.8,60.0,4.57,4.53,2.81,London,689
3459,0.88,Ideal,D,SI2,62.2,56.0,6.12,6.16,3.82,Kimberly,3962
3460,0.72,Ideal,E,VS1,62.5,57.0,5.73,5.76,3.59,London,3465
3461,0.33,Premium,G,VS2,60.9,56.0,4.5,4.46,2.73,Antwerp,743
3462,0.92,Ideal,H,SI2,60.5,57.0,6.3,6.29,3.81,Antwerp,3854
3463,0.7,Good,F,VS2,63.5,56.0,5.64,5.45,3.52,Antwerp,2212
3464,0.38,Ideal,E,SI1,61.8,53.8,4.63,4.67,2.88,Amsterdam,693
3465,0.71,Premium,E,SI1,61.4,58.0,5.77,5.73,3.53,Surat,2817
3466,1.01,Premium,H,VS2,61.9,62.0,6.45,6.37,3.97,Antwerp,4559
3467,0.41,Ideal,D,SI1,61.7,54.0,4.79,4.78,2.95,Kimberly,1015
3468,0.54,Ideal,E,SI2,60.6,57.0,5.25,5.28,3.19,Surat,1246
3469,1.51,Ideal,J,VS2,62.4,57.0,7.35,7.3,4.57,Madrid,7651
3470,0.5,Good,F,VS2,63.3,58.0,4.98,5.03,3.17,Tel Aviv,1436
3471,1.03,Ideal,E,SI1,58.9,57.0,6.62,6.56,3.88,London,4873
3472,1.64,Ideal,H,VS2,60.6,57.0,7.71,7.67,4.66,New York City,12561
3473,1.02,Good,G,VVS1,63.6,58.0,6.4,6.37,4.06,Kimberly,8005
3474,0.32,Premium,F,VS2,59.5,60.0,4.48,4.46,2.66,Antwerp,773
3475,1.02,Very Good,G,SI2,63.1,60.0,6.41,6.34,4.02,Las Vegas,4370
3476,0.9,Ideal,F,SI1,61.7,57.0,6.25,6.2,3.84,Antwerp,4657
3477,0.5,Ideal,E,VS1,61.1,58.0,5.12,5.08,3.11,Dubai,2034
3478,0.31,Premium,G,VS1,60.4,59.0,4.41,4.37,2.65,New York City,695
3479,1.31,Premium,H,VS1,62.1,58.0,6.98,6.97,4.33,Las Vegas,5722
3480,0.33,Very Good,G,VS1,62.8,58.0,4.38,4.41,2.76,Paris,666
3481,1.22,Premium,G,VS1,62.2,59.0,6.87,6.82,4.26,Kimberly,8739
3482,0.7,Very Good,E,VS1,60.7,57.0,5.72,5.75,3.48,Kimberly,3358
3483,0.59,Very Good,G,VS2,62.8,56.0,5.3,5.34,3.34,Antwerp,1556
3484,0.44,Ideal,I,VS1,61.1,56.0,4.92,4.96,3.02,Antwerp,807
3485,0.9,Very Good,E,SI1,63.5,55.0,6.22,6.12,3.92,New York City,3508
3486,0.31,Premium,E,VS1,60.0,59.0,4.42,4.38,2.64,Paris,942
3487,1.05,Ideal,D,SI1,62.8,57.0,6.46,6.48,4.06,Antwerp,5914
3488,0.32,Ideal,I,SI1,60.9,55.0,4.45,4.48,2.72,Luxembourg,404
3489,0.56,Premium,G,VS1,60.5,59.0,5.31,5.26,3.2,Amsterdam,1915
3490,1.02,Very Good,I,SI2,62.6,56.0,6.41,6.44,4.02,Surat,4084
3491,0.38,Ideal,F,SI1,62.5,53.7,4.64,4.66,2.91,Tel Aviv,693
3492,0.9,Ideal,H,VS2,62.5,53.0,6.17,6.22,3.87,Antwerp,4369
3493,0.43,Ideal,G,IF,61.7,57.0,4.83,4.86,2.99,Antwerp,1286
3494,0.53,Ideal,F,VVS2,62.7,56.0,5.16,6.2,3.25,Zurich,2030
3495,0.5,Ideal,D,SI1,61.8,55.0,5.11,5.15,3.17,Kimberly,1848
3496,0.25,Ideal,E,VVS1,61.5,55.0,4.09,4.12,2.52,Surat,705
3497,1.06,Very Good,H,VS1,62.2,59.0,6.47,6.52,4.04,Paris,5456
3498,0.36,Ideal,G,SI1,61.4,55.0,4.61,4.64,2.84,Dubai,571
3499,0.4,Fair,F,SI1,64.7,58.0,4.67,4.63,3.01,Kimberly,857
3500,0.55,Premium,G,SI1,60.2,59.0,5.32,5.28,3.19,Kimberly,1848
3501,1.53,Ideal,E,SI1,61.0,55.0,7.44,7.49,4.55,Surat,11470
3502,0.58,Ideal,F,VVS2,62.2,56.0,5.32,5.36,3.32,Luxembourg,2567
3503,0.4,Ideal,F,VS2,61.9,55.0,4.77,4.73,2.94,Tel Aviv,975
3504,1.01,Premium,F,SI1,59.1,59.0,6.56,6.5,3.86,Kimberly,4989
3505,1.5,Premium,E,SI2,61.5,59.0,7.3,7.23,4.47,Kimberly,8064
3506,1.07,Ideal,E,VS2,61.9,56.0,6.55,6.58,4.06,Tel Aviv,9177
3507,0.3,Good,F,SI1,63.5,57.0,4.24,4.27,2.7,Kimberly,500
3508,1.54,Very Good,G,SI1,61.3,59.0,7.38,7.41,4.53,Kimberly,10036
3509,2.08,Ideal,I,SI2,62.3,56.0,8.16,8.22,5.1,Zurich,15132
3510,0.41,Premium,F,IF,62.6,58.0,4.73,4.76,2.97,Antwerp,1439
3511,0.77,Premium,G,SI2,61.3,58.0,5.94,5.88,3.62,Tel Aviv,2129
3512,0.27,Ideal,I,VS1,61.9,55.0,4.16,4.18,2.58,Surat,432
3513,0.93,Ideal,E,SI1,62.2,55.0,6.24,6.27,3.89,Dubai,4374
3514,0.3,Premium,H,SI1,62.5,57.0,4.29,4.25,2.67,Luxembourg,554
3515,2.0,Ideal,E,SI2,62.2,57.0,8.11,8.09,5.04,Las Vegas,16650
3516,0.55,Ideal,F,VVS2,60.8,56.0,5.27,5.32,3.22,Dubai,2294
3517,1.0,Fair,I,SI1,66.3,61.0,6.08,6.03,4.01,Paris,2875
3518,0.93,Premium,E,I1,62.3,60.0,6.23,6.2,3.87,New York City,2647
3519,0.31,Ideal,I,VS1,61.3,54.0,4.39,4.46,2.7,London,502
3520,1.21,Very Good,I,SI1,62.9,56.0,6.73,6.79,4.25,Dubai,5245
3521,0.31,Very Good,G,VVS2,62.1,56.0,4.27,4.33,2.67,Amsterdam,707
3522,0.23,Very Good,E,VVS1,62.5,54.0,3.94,3.96,2.47,Amsterdam,478
3523,0.3,Ideal,D,VS2,61.5,55.0,4.3,4.35,2.66,Madrid,710
3524,1.02,Very Good,E,VS2,60.0,59.0,6.54,6.59,3.94,Dubai,6915
3525,0.53,Premium,D,VS1,61.3,58.0,5.27,5.2,3.21,Tel Aviv,2321
3526,0.72,Premium,H,SI1,61.5,59.0,5.71,5.67,3.5,Zurich,2376
3527,0.72,Premium,J,VVS1,61.4,61.0,5.77,5.7,3.52,Paris,2203
3528,0.41,Ideal,G,IF,62.0,55.0,4.8,4.81,2.98,Antwerp,1425
3529,1.09,Premium,G,VS2,62.1,57.0,6.6,6.55,4.08,New York City,5098
3530,1.01,Good,D,VVS2,63.7,57.0,6.29,6.36,4.03,Antwerp,8943
3531,0.3,Very Good,I,VVS1,61.2,60.0,4.27,4.29,2.62,London,552
3532,0.58,Very Good,E,SI1,61.5,58.0,5.31,5.36,3.28,Antwerp,1424
3533,1.03,Very Good,G,SI1,63.1,57.0,6.45,6.41,4.06,Surat,4764
3534,0.4,Very Good,F,VS1,62.9,58.0,4.67,4.71,2.95,Amsterdam,982
3535,0.31,Ideal,D,VS1,60.1,57.0,4.39,4.4,2.64,Kimberly,913
3536,1.21,Premium,E,SI2,61.7,59.0,6.83,6.78,4.2,Kimberly,5920
3537,0.38,Very Good,D,SI2,61.1,58.0,4.62,4.68,2.84,Zurich,633
3538,0.7,Very Good,G,SI2,63.2,57.0,5.7,5.66,3.59,Las Vegas,2117
3539,1.13,Premium,D,SI2,58.3,60.0,6.83,6.78,3.97,Antwerp,3883
3540,1.78,Ideal,F,VS2,60.9,56.0,7.85,7.88,4.79,Antwerp,18128
3541,0.71,Premium,F,VS2,62.1,58.0,5.67,5.7,3.53,Antwerp,2777
3542,0.31,Ideal,H,VVS2,61.7,55.8,4.35,4.39,2.69,New York City,652
3543,1.01,Ideal,E,VS2,61.6,57.0,6.43,6.46,3.97,Madrid,7198
3544,0.43,Good,E,VS1,59.9,61.0,4.89,4.93,2.94,Antwerp,970
3545,0.26,Very Good,E,VVS2,60.9,58.0,4.13,4.15,2.52,Surat,584
3546,2.11,Premium,H,VS2,60.8,61.0,8.32,8.28,5.05,Surat,16395
3547,2.1,Very Good,J,VS2,61.5,60.7,8.16,8.21,5.03,Zurich,13340
3548,1.5,Fair,F,VS2,65.3,57.0,7.15,7.12,4.66,Antwerp,13853
3549,1.01,Very Good,H,VS1,63.5,56.0,6.32,6.27,4.0,Tel Aviv,4412
3550,0.58,Ideal,G,VVS2,61.9,57.0,5.36,5.33,3.31,Tel Aviv,2245
3551,1.22,Premium,I,VS1,62.6,57.4,6.76,6.8,4.24,Amsterdam,6763
3552,0.38,Ideal,G,VS1,61.5,57.0,4.66,4.71,2.88,Paris,794
3553,1.31,Premium,I,SI2,63.0,58.0,6.97,6.93,4.38,Surat,5612
3554,1.24,Ideal,G,VS2,62.1,56.0,6.87,6.91,4.28,Kimberly,8504
3555,0.36,Ideal,D,VS2,61.1,57.0,4.6,4.63,2.82,Zurich,928
3556,0.3,Very Good,F,IF,62.5,56.0,4.27,4.3,2.68,Zurich,886
3557,0.3,Ideal,D,VS2,61.1,56.0,4.32,4.36,2.65,Surat,710
3558,0.51,Ideal,F,VVS2,62.4,57.0,5.12,5.08,3.18,Tel Aviv,2203
3559,0.59,Ideal,D,IF,60.7,58.0,5.45,5.49,3.32,Las Vegas,4161
3560,1.1,Ideal,H,SI1,60.2,56.0,6.74,6.82,4.08,New York City,4827
3561,0.75,Very Good,G,SI1,60.9,58.0,5.84,5.88,3.57,Surat,2545
3562,1.13,Fair,H,SI1,65.3,59.0,6.52,6.44,4.23,Dubai,5771
3563,0.59,Premium,E,SI1,61.8,60.0,5.39,5.33,3.31,New York City,1789
3564,0.43,Ideal,E,VVS2,60.8,57.0,4.87,4.9,2.97,Zurich,1062
3565,1.0,Very Good,D,SI2,62.8,58.0,6.33,6.37,3.99,Amsterdam,4753
3566,0.51,Ideal,D,SI2,61.9,56.0,5.1,5.15,3.17,Surat,1264
3567,0.3,Very Good,E,VVS2,62.5,61.0,4.23,4.28,2.66,Surat,688
3568,1.05,Very Good,G,SI1,59.7,58.0,6.6,6.66,3.96,New York City,5019
3569,1.1,Very Good,I,VS1,60.8,58.3,6.63,6.68,4.04,Paris,5196
3570,0.71,Very Good,I,VS2,61.1,60.0,5.72,5.77,3.51,Paris,2384
3571,0.9,Good,H,SI1,64.4,58.0,6.04,6.08,3.9,Antwerp,3465
3572,0.72,Ideal,F,VVS2,61.2,56.0,5.78,5.81,3.55,Antwerp,3816
3573,0.33,Ideal,E,VS1,61.6,56.0,4.46,4.43,2.74,Kimberly,1002
3574,1.15,Premium,G,SI1,63.0,59.0,6.68,6.63,4.19,Tel Aviv,5384
3575,0.9,Premium,H,I1,62.8,61.0,6.09,6.07,3.82,Tel Aviv,1939
3576,1.01,Very Good,D,SI2,63.1,54.0,6.39,6.35,4.02,Kimberly,5703
3577,1.0,Ideal,D,SI1,61.7,57.0,6.39,6.42,3.95,Dubai,5489
3578,1.06,Ideal,F,I1,61.8,55.0,6.55,6.58,4.06,Dubai,3544
3579,0.64,Very Good,F,SI1,61.2,58.0,5.54,5.6,3.41,Dubai,1725
3580,0.27,Very Good,F,VVS1,59.7,59.0,4.19,4.22,2.51,Surat,544
3581,0.91,Premium,E,SI1,61.9,61.0,6.12,6.1,3.78,Kimberly,4138
3582,0.6,Ideal,G,IF,62.2,55.0,5.36,5.44,3.36,Kimberly,2533
3583,0.38,Premium,G,IF,62.5,60.0,4.64,4.61,2.89,Madrid,1227
3584,0.95,Premium,I,SI1,60.0,60.0,6.39,6.37,3.83,Las Vegas,3878
3585,1.21,Good,J,SI2,61.1,60.8,6.83,6.89,4.18,Zurich,4824
3586,1.69,Ideal,F,SI1,63.0,57.0,7.62,7.55,4.78,Amsterdam,13872
3587,1.5,Very Good,I,SI2,62.7,57.0,7.28,7.35,4.59,Las Vegas,7392
3588,0.7,Good,E,SI1,63.6,62.0,5.6,5.57,3.55,Tel Aviv,2407
3589,0.4,Very Good,E,VVS2,60.5,58.0,4.76,4.8,2.89,Surat,1205
3590,0.7,Very Good,G,VS2,60.0,58.0,5.73,5.77,3.45,Las Vegas,2527
3591,1.01,Good,H,SI1,60.3,64.0,6.52,6.49,3.92,Antwerp,4320
3592,1.09,Premium,E,SI2,60.9,59.0,6.75,6.61,4.07,Surat,5127
3593,1.09,Premium,F,VS1,61.3,60.0,6.67,6.61,4.07,Amsterdam,7588
3594,1.0,Premium,F,SI1,60.6,62.0,6.43,6.4,3.89,Antwerp,5410
3595,1.5,Good,J,SI2,63.7,58.0,7.19,7.13,4.56,Amsterdam,5107
3596,0.52,Ideal,G,VS1,61.6,54.0,5.21,5.24,3.22,Zurich,1721
3597,0.54,Very Good,G,SI1,62.2,57.0,5.17,5.22,3.23,Amsterdam,1241
3598,0.32,Premium,E,VVS2,59.9,58.0,4.5,4.45,2.68,Kimberly,1080
3599,0.39,Ideal,F,VVS2,62.0,54.0,4.7,4.72,2.92,Surat,988
3600,1.0,Very Good,D,SI2,59.4,60.0,6.48,6.56,3.87,Las Vegas,4543
3601,0.71,Ideal,I,SI1,61.9,56.0,5.71,5.74,3.54,London,2660
3602,1.04,Ideal,E,SI2,61.6,55.0,6.51,6.54,4.02,Surat,5163
3603,0.8,Very Good,F,VS2,62.3,57.0,5.91,5.94,3.69,Antwerp,3653
3604,0.9,Premium,G,SI1,62.7,59.0,6.1,6.14,3.84,Antwerp,3841
3605,1.01,Very Good,H,SI1,60.2,60.0,6.5,6.48,3.91,Surat,4617
3606,1.03,Fair,I,VS1,57.6,58.0,6.67,6.58,3.81,Amsterdam,4328
3607,0.32,Ideal,D,VS2,62.1,54.0,4.4,4.46,2.75,Paris,758
3608,1.54,Premium,G,VS2,61.8,58.0,7.43,7.39,4.58,Paris,13120
3609,1.77,Very Good,J,SI2,63.4,60.0,7.65,7.61,4.84,Surat,8257
3610,1.03,Ideal,E,VVS2,61.7,54.0,6.49,6.52,4.02,Las Vegas,9932
3611,0.85,Fair,H,I1,66.9,54.0,5.98,5.75,3.94,Madrid,1250
3612,0.91,Ideal,D,VVS2,62.0,54.0,6.2,6.25,3.86,Madrid,8707
3613,0.68,Premium,F,VVS2,61.7,57.0,5.67,5.64,3.49,Luxembourg,2854
3614,1.0,Good,F,SI1,58.1,64.0,6.56,6.6,3.82,Kimberly,4608
3615,0.72,Premium,H,VS2,61.4,57.0,5.79,5.75,3.54,Zurich,2484
3616,0.61,Ideal,E,VS2,61.8,56.0,5.42,5.46,3.36,Kimberly,2556
3617,0.86,Ideal,I,VVS2,61.4,58.0,6.07,6.1,3.74,Tel Aviv,3544
3618,1.01,Premium,F,SI1,61.9,56.0,6.53,6.45,4.02,Paris,5599
3619,0.42,Ideal,I,VS1,61.5,55.0,4.83,4.86,2.98,Kimberly,771
3620,0.7,Good,H,VS2,63.9,59.0,5.64,5.6,3.59,Dubai,2351
3621,0.62,Ideal,F,VS1,62.3,56.0,5.43,5.46,3.39,Amsterdam,2073
3622,1.1,Ideal,H,SI2,62.6,56.0,6.57,6.65,4.14,Amsterdam,4537
3623,0.51,Very Good,G,SI1,61.4,54.0,5.2,5.22,3.2,Kimberly,1237
3624,1.14,Premium,F,VVS1,59.4,59.0,6.87,6.8,4.06,Kimberly,11549
3625,1.26,Premium,F,VS1,62.7,58.0,6.86,6.93,4.32,Luxembourg,9896
3626,0.66,Very Good,E,VS1,61.0,57.8,5.64,5.69,3.45,New York City,2618
3627,0.71,Very Good,D,SI1,63.3,59.0,5.55,5.66,3.55,Las Vegas,2525
3628,0.5,Very Good,I,SI1,62.8,60.0,5.04,5.08,3.18,London,1054
3629,1.01,Premium,J,SI2,61.9,59.0,6.38,6.34,3.94,Dubai,3658
3630,1.01,Ideal,G,SI2,61.0,56.0,6.48,6.54,3.97,Tel Aviv,4383
3631,1.22,Premium,D,VS2,62.0,60.0,6.74,6.79,4.22,Antwerp,9581
3632,1.05,Ideal,G,SI2,62.7,57.0,6.45,6.51,4.06,New York City,5127
3633,1.29,Ideal,G,VS2,61.3,57.0,6.99,7.07,4.31,Tel Aviv,9243
3634,0.71,Premium,H,VS2,62.2,59.0,5.68,5.64,3.52,Dubai,2352
3635,1.01,Premium,I,SI1,61.9,58.0,6.48,6.42,3.99,Luxembourg,4355
3636,0.31,Ideal,G,VVS1,62.3,56.0,4.34,4.37,2.71,Dubai,772
3637,1.01,Very Good,E,SI1,62.9,59.0,6.3,6.38,3.99,Antwerp,4766
3638,0.31,Ideal,G,VS2,61.4,57.0,4.33,4.37,2.67,Madrid,544
3639,1.2,Ideal,G,SI1,61.8,59.0,6.77,6.8,4.19,Tel Aviv,6762
3640,0.73,Ideal,G,VVS2,61.9,56.0,5.81,5.75,3.58,London,3127
3641,0.32,Ideal,G,VS2,62.0,57.0,4.41,4.39,2.73,Luxembourg,720
3642,0.72,Ideal,H,SI2,61.5,56.0,5.8,5.75,3.55,Kimberly,2131
3643,1.01,Good,F,SI2,62.7,61.0,6.28,6.38,3.97,Luxembourg,3886
3644,1.51,Very Good,I,IF,62.1,59.0,7.25,7.31,4.52,Amsterdam,12291
3645,0.9,Ideal,G,SI2,61.5,57.0,6.19,6.23,3.82,New York City,4032
3646,1.03,Very Good,F,SI2,63.3,59.0,6.35,6.32,4.01,Kimberly,3692
3647,1.2,Very Good,I,SI1,63.3,57.0,6.7,6.66,4.23,Paris,4704
3648,1.6,Very Good,G,VS2,61.0,57.0,7.55,7.59,4.62,Luxembourg,14383
3649,0.26,Ideal,F,VS1,62.1,54.0,4.12,4.13,2.56,Antwerp,618
3650,0.78,Very Good,I,SI1,63.5,57.0,5.79,5.86,3.7,Surat,2348
3651,1.02,Premium,F,SI2,61.1,59.0,6.41,6.45,3.93,Surat,4459
3652,1.02,Fair,E,SI2,65.3,59.0,6.28,6.22,4.08,Luxembourg,3838
3653,0.31,Ideal,I,VS2,59.9,57.0,4.38,4.4,2.63,Surat,435
3654,0.3,Very Good,H,VVS1,63.3,55.0,4.34,4.29,2.73,Luxembourg,878
3655,0.7,Very Good,F,SI1,59.7,56.9,5.73,5.86,3.46,Surat,2403
3656,0.3,Ideal,E,VS2,61.4,59.0,4.3,4.27,2.63,Amsterdam,911
3657,1.01,Ideal,J,SI2,59.0,59.0,6.57,6.61,3.89,Zurich,3982
3658,1.09,Ideal,J,VS2,62.5,55.0,6.64,6.58,4.13,Surat,3615
3659,2.07,Very Good,H,SI2,63.3,56.0,8.1,8.08,5.12,Madrid,15992
3660,0.9,Good,I,VS2,63.8,55.0,6.07,6.16,3.9,New York City,3303
3661,2.14,Premium,I,SI2,62.1,58.0,8.31,8.23,5.13,Surat,12970
3662,0.33,Premium,G,VVS1,61.5,59.0,4.42,4.46,2.73,Kimberly,810
3663,2.52,Good,G,SI2,63.7,59.0,8.57,8.52,5.44,Surat,17608
3664,1.06,Ideal,G,SI2,61.0,57.0,6.56,6.61,4.02,Surat,4578
3665,0.8,Ideal,H,VS2,62.8,57.0,5.91,5.87,3.7,New York City,2834
3666,0.88,Very Good,I,SI1,62.5,56.0,6.06,6.19,3.83,Madrid,2699
3667,1.64,Very Good,G,SI2,60.9,57.0,7.57,7.61,4.62,Paris,8794
3668,0.7,Very Good,I,VS2,62.1,56.0,5.7,5.74,3.55,Surat,2188
3669,1.02,Premium,G,SI2,62.3,58.0,6.41,6.38,4.0,Las Vegas,3892
3670,1.04,Very Good,G,SI2,62.7,57.0,6.4,6.46,4.03,Kimberly,4125
3671,1.2,Premium,H,VS2,60.6,58.0,6.88,6.82,4.15,Antwerp,6666
3672,0.33,Ideal,E,VVS1,61.8,57.0,4.43,4.4,2.73,Paris,1052
3673,1.01,Good,D,SI1,63.8,58.0,6.38,6.34,4.06,Antwerp,5543
3674,1.01,Good,F,SI1,63.7,57.0,6.4,6.35,4.06,Surat,4989
3675,2.01,Very Good,H,SI1,62.2,60.0,8.05,8.0,4.99,Antwerp,17434
3676,2.02,Premium,H,VS2,62.7,53.0,8.02,7.95,0.0,Madrid,18207
3677,0.9,Ideal,G,VVS2,61.6,56.0,6.2,6.23,3.83,Antwerp,6302
3678,0.31,Ideal,D,VS2,62.7,57.0,4.34,4.3,2.71,Kimberly,942
3679,0.72,Good,F,VS1,59.4,61.0,5.82,5.89,3.48,Luxembourg,2897
3680,0.42,Ideal,F,SI1,61.9,54.0,4.87,4.83,3.0,Paris,838
3681,0.72,Ideal,F,SI2,61.9,57.0,5.74,5.79,3.57,Antwerp,2058
3682,1.04,Ideal,I,SI1,61.9,54.0,6.51,6.57,4.05,Amsterdam,4941
3683,0.31,Ideal,E,VS1,60.2,56.0,4.44,4.39,2.66,London,804
3684,0.3,Premium,G,VVS2,60.4,60.0,4.34,4.3,2.61,Zurich,819
3685,0.5,Good,G,VS2,59.3,65.0,5.1,5.12,3.03,Antwerp,1259
3686,0.7,Ideal,I,VS2,61.6,56.0,5.67,5.72,3.51,Luxembourg,2351
3687,2.02,Ideal,J,VS2,61.8,57.0,8.11,8.14,5.02,Zurich,14766
3688,1.51,Premium,I,SI2,62.6,59.0,7.31,7.28,4.57,Kimberly,7292
3689,0.62,Premium,G,SI1,59.9,58.0,5.56,5.49,3.31,Amsterdam,1572
3690,0.38,Very Good,D,SI1,62.2,53.8,4.65,4.69,2.9,Amsterdam,831
3691,1.5,Good,H,VS1,64.3,57.0,7.12,7.0,4.54,Paris,8736
3692,1.0,Premium,D,SI1,59.5,60.0,6.49,6.42,3.84,Kimberly,5488
3693,1.7,Very Good,F,VS2,60.8,60.0,7.65,7.68,4.66,Surat,17597
3694,0.41,Very Good,I,VVS1,62.0,56.0,4.75,4.77,2.95,Tel Aviv,863
3695,0.85,Premium,F,VVS2,61.2,60.0,6.1,6.13,3.74,Madrid,4530
3696,0.3,Very Good,G,VVS2,63.5,56.0,4.34,4.29,2.74,New York City,878
3697,0.33,Very Good,J,VS1,62.8,58.0,4.38,4.41,2.76,Antwerp,434
3698,0.7,Ideal,I,SI1,61.0,57.0,5.71,5.74,3.5,Luxembourg,2287
3699,0.72,Ideal,E,VS1,61.2,56.0,5.78,5.83,3.55,Paris,3409
3700,1.0,Premium,I,SI1,60.5,59.0,6.54,6.49,3.94,Las Vegas,4200
3701,0.35,Ideal,J,VS2,61.4,55.0,4.55,4.57,2.8,Madrid,446
3702,1.0,Good,F,SI1,57.9,62.0,6.55,6.58,3.8,New York City,4961
3703,0.54,Ideal,E,VVS2,61.9,54.5,5.22,5.25,3.23,Zurich,2479
3704,1.0,Premium,D,SI1,60.3,59.0,6.44,6.47,3.89,Surat,5775
3705,1.01,Good,H,VS1,63.8,59.0,6.34,6.3,4.03,Tel Aviv,5515
3706,1.02,Premium,D,SI2,60.0,62.0,6.59,6.5,3.93,Kimberly,4381
3707,1.51,Premium,I,VS2,59.9,60.0,7.42,7.36,4.43,Paris,10010
3708,2.48,Very Good,H,SI2,63.3,56.0,8.6,8.55,5.43,Amsterdam,15746
3709,2.32,Premium,I,SI2,62.1,58.0,8.47,8.43,5.25,Surat,10913
3710,0.79,Ideal,F,SI1,60.8,55.0,5.98,6.05,3.66,Paris,3210
3711,0.32,Ideal,E,VVS2,61.6,55.0,4.42,4.45,2.73,Luxembourg,790
3712,1.03,Premium,H,VS1,62.0,59.0,6.48,6.45,4.01,Madrid,5624
3713,0.56,Ideal,D,VS1,62.5,56.0,5.26,5.3,3.3,Antwerp,2292
3714,1.03,Fair,I,SI2,65.2,56.0,6.42,6.35,4.16,Kimberly,3530
3715,2.0,Very Good,G,SI1,63.5,56.0,7.9,7.97,5.04,Madrid,18818
3716,0.33,Premium,F,VS2,62.1,59.0,4.39,4.44,2.74,Madrid,666
3717,0.41,Premium,E,VVS2,61.8,59.0,4.78,4.74,2.94,Las Vegas,1243
3718,0.5,Very Good,D,VVS2,61.7,59.0,5.02,5.09,3.12,Kimberly,2115
3719,0.56,Ideal,E,VS1,62.7,56.0,5.26,5.3,3.31,Antwerp,1608
3720,0.31,Premium,G,VS2,61.5,59.0,4.35,4.33,2.67,Amsterdam,698
3721,0.7,Fair,D,SI1,64.6,57.0,5.6,5.57,3.61,Amsterdam,2318
3722,0.41,Ideal,G,VS1,61.4,55.0,4.78,4.8,2.94,Antwerp,899
3723,1.01,Ideal,F,SI1,60.0,56.0,6.55,6.49,3.91,Dubai,5274
3724,1.52,Ideal,J,VS1,61.3,55.0,7.42,7.39,4.54,London,7740
3725,0.32,Premium,G,VS2,61.1,58.0,4.42,4.45,2.71,Luxembourg,561
3726,0.4,Premium,D,SI2,59.9,60.0,4.74,4.78,2.85,New York City,666
3727,0.77,Ideal,H,VS2,62.0,56.0,5.89,5.86,3.64,Kimberly,2763
3728,0.32,Ideal,G,SI1,61.3,57.0,4.42,4.45,2.72,Surat,461
3729,0.72,Ideal,J,SI1,62.7,56.0,5.75,5.67,3.58,Surat,1929
3730,0.3,Very Good,J,VS2,61.6,61.0,4.28,4.33,2.65,Las Vegas,368
3731,0.6,Good,E,VVS2,64.2,55.0,5.31,5.34,3.42,Kimberly,2511
3732,1.0,Ideal,E,I1,61.8,56.0,6.38,6.43,3.96,Kimberly,3520
3733,0.31,Ideal,F,VVS1,62.3,54.0,4.38,4.39,2.73,New York City,815
3734,0.71,Very Good,I,SI1,62.6,63.0,5.61,5.54,3.49,Antwerp,1883
3735,0.9,Premium,G,SI1,60.1,59.0,6.25,6.2,3.74,Amsterdam,3326
3736,0.53,Ideal,D,SI1,62.3,56.0,5.18,5.15,3.22,Surat,1683
3737,0.56,Very Good,F,VVS2,59.5,61.0,5.36,5.33,3.18,Antwerp,2236
3738,0.3,Very Good,F,SI1,62.9,57.0,4.25,4.27,2.68,New York City,500
3739,0.37,Premium,E,SI1,61.8,58.0,4.64,4.59,2.85,New York City,833
3740,0.7,Good,I,VS2,63.9,65.0,5.6,5.56,3.56,Paris,2268
